minimum_nights,calculated_host_listings_count,availability_365,room_type_num,neighbourhood_num,price
0.4,0.0,0.0,0.5,0.2545454545454545,110
0.1,0.0,0.526027397260274,1.0,0.09545454545454544,34
0.9,0.0,0.0,0.5,0.05454545454545454,250
0.4,0.0,0.3698630136986301,0.5,0.12727272727272726,399
0.20000000000000004,0.0,0.0,0.0,0.35909090909090907,32
0.30000000000000004,0.0,0.0,0.5,0.045454545454545456,250
0.20000000000000004,0.003067484662576687,0.5123287671232877,0.5,0.36363636363636365,100
0.0,0.0,0.39452054794520547,0.0,0.013636363636363636,90
0.0,0.003067484662576687,0.7342465753424657,0.0,0.004545454545454545,250
0.1,0.012269938650306749,1.0,0.5,0.7227272727272727,900
0.20000000000000004,0.0,0.0,0.0,0.05454545454545454,75
0.1,0.0,0.0,0.0,0.00909090909090909,36
0.1,0.003067484662576687,0.0,0.0,0.24545454545454545,47
0.4,0.003067484662576687,0.8712328767123287,0.5,0.00909090909090909,433
0.20000000000000004,0.0,0.15342465753424658,0.5,0.08636363636363636,140
0.0,0.0,0.008219178082191782,0.0,0.6454545454545454,26
0.4,0.012269938650306749,0.22465753424657534,0.5,0.3227272727272727,300
0.20000000000000004,0.0,0.0,0.0,0.05454545454545454,90
0.1,0.0,0.08493150684931507,0.0,0.02727272727272727,50
0.6000000000000001,0.003067484662576687,0.5150684931506849,0.0,0.9363636363636363,30
0.1,0.003067484662576687,0.4246575342465753,0.5,0.45454545454545453,125
0.1,0.0,0.18082191780821918,0.5,0.05454545454545454,120
0.4,0.0,0.0547945205479452,0.5,0.06818181818181818,95
0.1,0.0,0.0,0.5,0.05454545454545454,200
0.6000000000000001,0.015337423312883437,0.0,0.0,0.12727272727272726,90
0.20000000000000004,0.0,0.0,0.0,0.02727272727272727,40
0.0,0.0,0.0,0.5,0.20454545454545453,92
0.1,0.0,0.1589041095890411,0.0,0.05454545454545454,100
0.1,0.006134969325153375,0.7945205479452054,0.0,0.24545454545454545,65
0.1,0.0,0.0,0.0,0.05454545454545454,70
0.20000000000000004,0.0,0.473972602739726,0.5,0.06363636363636363,180
0.1,0.012269938650306749,1.0,0.0,0.38636363636363635,70
0.1,0.003067484662576687,0.2356164383561644,0.0,0.07727272727272727,60
0.1,0.0,0.0,0.5,0.09545454545454544,108
0.0,0.009202453987730062,0.23287671232876714,0.5,0.3727272727272727,120
0.1,0.0,0.23013698630136986,0.5,0.07727272727272727,250
0.1,0.0,0.0,0.5,0.05454545454545454,350
0.0,0.0,0.0,1.0,0.15454545454545454,37
0.0,0.003067484662576687,0.852054794520548,0.0,0.13636363636363635,82
0.1,0.003067484662576687,0.25205479452054796,0.5,0.004545454545454545,199
0.0,0.0,0.0,0.0,0.17727272727272728,37
0.6000000000000001,0.0,0.0,0.5,0.03636363636363636,150
0.4,0.0,0.37534246575342467,0.0,0.23636363636363636,90
0.6000000000000001,0.0,0.5150684931506849,0.5,0.02727272727272727,125
0.4,0.0,0.5534246575342466,0.5,0.06818181818181818,150
0.20000000000000004,0.003067484662576687,1.0,0.0,0.48636363636363633,55
0.0,0.0,0.12054794520547946,0.0,0.05454545454545454,76
0.0,0.0,0.07397260273972603,0.0,0.08636363636363636,150
